 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  H   
  1.6563  1.7066  1.7477  1.7805  1.8050  1.8216  1.8318  1.8370  1.8386  1.8378
  1.8348  1.8282  1.8162  1.7984  1.7749  1.6981  1.6009  1.4896  1.3744  1.2590
  1.1413  1.0201  0.8972  0.7752  0.6559  0.5396  0.4260  0.3151  0.2067  0.1007
 -0.0029
  1.5116  1.5716  1.6241  1.6669  1.7017  1.7286  1.7479  1.7607  1.7683  1.7719
  1.7726  1.7703  1.7640  1.7521  1.7338  1.6624  1.5723  1.4683  1.3569  1.2439
  1.1302  1.0143  0.8960  0.7768  0.6590  0.5437  0.4312  0.3216  0.2123  0.1077
  0.0059
  1.3535  1.4213  1.4855  1.5414  1.5828  1.6189  1.6479  1.6700  1.6857  1.6960
  1.7022  1.7049  1.7041  1.6990  1.6880  1.6309  1.5446  1.4477  1.3408  1.2300
  1.1182  1.0057  0.8919  0.7768  0.6616  0.5479  0.4365  0.3278  0.2219  0.1185
  0.0174
  1.1818  1.2557  1.3319  1.4051  1.4518  1.4945  1.5318  1.5629  1.5878  1.6069
  1.6207  1.6299  1.6354  1.6369  1.6375  1.6036  1.5178  1.4278  1.3261
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  H   
  2.4073  2.4333  2.4578  2.4752  2.4840  2.4836  2.4735  2.4498  2.4167  2.3753
  2.3270  2.2873  2.2291  2.1677  2.1047  1.9452  1.7844  1.6291  1.4744
  2.2736  2.3176  2.3885  2.4264  2.4396  2.4410  2.4330  2.4152  2.3876  2.3509
  2.3063  2.2549  2.1988  2.1398  2.0793  1.9256  1.7718  1.6189  1.4678  1.3194
  2.2301  2.2172  2.2215  2.2514  2.3165  2.3714  2.3874  2.3775  2.3540  2.3216
  2.2814  2.2339  2.1798  2.1218  2.0617  1.9095  1.7585  1.6091  1.4611  1.3156
  1.1733
  2.2142  2.1928  2.1757  2.1682  2.1735  2.1949  2.2417  2.2902  2.3044  2.2870
  2.2521  2.2089  2.1589  2.1029  2.0440  1.8929  1.7443  1.5985  1.4540  1.3112
  1.1713  1.0346
  2.1907  2.1731  2.1543  2.1374  2.1257  2.1209  2.1238  2.1376  2.1686  2.1973
  2.1981  2.1731  2.1321  2.0814  2.0248  1.8760  1.7289  1.5864  1.4462  1.3065
  1.1688  1.0341  0.9027  0.7743
  2.1493  2.1407  2.1279  2.1129  2.0977  2.0845  2.0745  2.0683  2.0660  2.0720
  2.0868  2.0925  2.0777  2.0456  2.0001  1.8584  1.7129  1.5726  1.4365  1.3010
  1.1660  1.0331  0.9034  0.7767  0.6532  0.5326  0.4146  0.2992  0.1863  0.0786
  2.0860  2.0896  2.0864  2.0785  2.0674  2.0543  2.0409  2.0282  2.0165  2.0057
  1.9975  1.9942  1.9906  1.9774  1.9503  1.8369  1.6962  1.5577  1.4247  1.2939
  1.1625  1.0319  0.9038  0.7786  0.6566  0.5375  0.4211  0.3075  0.1962  0.0873
 -0.0169
  2.0007  2.0177  2.0264  2.0283  2.0250  2.0172  2.0061  1.9933  1.9793  1.9645
  1.9490  1.9328  1.9179  1.9027  1.8839  1.7997  1.6765  1.5420  1.4112  1.2844
  1.1577  1.0302  0.9039  0.7802  0.6596  0.5418  0.4268  0.3145  0.2048  0.0974
 -0.0080
  1.8973  1.9266  1.9479  1.9610  1.9671  1.9671  1.9621  1.9530  1.9409  1.9267
  1.9105  1.8919  1.8712  1.8492  1.8262  1.7528  1.6475  1.5228  1.3951  1.2711
  1.1487  1.0253  0.9015  0.7790  0.6594  0.5427  0.4288  0.3177  0.2092  0.1031
 -0.0010
  1.7807  1.8191  1.8513  1.8760  1.8928  1.9020  1.9049  1.9023  1.8949  1.8840
  1.8703  1.8538  1.8342  1.8114  1.7858  1.7105  1.6161  1.5026  1.3803  1.2587
  1.1396  1.0207  0.9009  0.7810  0.6627  0.5471  0.4343  0.3244  0.2172  0.1123
  0.0077
  1.6597  1.7019  1.7411  1.7748  1.8017  1.8209  1.8327  1.8380  1.8374  1.8320
  1.8226  1.8099  1.7940  1.7745  1.7511  1.6766  1.5855  1.4809  1.3653  1.2466
  1.1294  1.0135  0.8978  0.7815  0.6657  0.5516  0.4397  0.3307  0.2245  0.1209
  0.0195
  1.5408  1.5821  1.6224  1.6610  1.6953  1.7236  1.7446  1.7585  1.7659  1.7675
  1.7642  1.7567  1.7453  1.7280  1.7221  1.6511  1.5557  1.4577  1.3501
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  H   
  2.4636  2.4884  2.5075  2.5185  2.5191  2.5091  2.4887  2.4584  2.4198  2.3744
  2.3239  2.2699  2.2136  2.1552  2.0953  1.9422  1.7869  1.6313  1.4761
  2.4102  2.4364  2.4570  2.4714  2.4772  2.4730  2.4584  2.4340  2.4006  2.3595
  2.3117  2.2586  2.2022  2.1434  2.0831  1.9298  1.7760  1.6227  1.4712  1.3225
  2.2760  2.3085  2.3726  2.4157  2.4313  2.4325  2.4230  2.4039  2.3760  2.3400
  2.2966  2.2465  2.1912  2.1326  2.0722  1.9186  1.7657  1.6145  1.4655  1.3195
  1.1768
  2.2445  2.2277  2.2276  2.2478  2.2922  2.3503  2.3761  2.3706  2.3482  2.3163
  2.2772  2.2314  2.1791  2.1218  2.0619  1.9084  1.7561  1.6065  1.4597  1.3159
  1.1755  1.0384
  2.2431  2.2156  2.1927  2.1785  2.1731  2.1845  2.2172  2.2581  2.2880  2.2829
  2.2533  2.2120  2.1639  2.1098  2.0512  1.8986  1.7469  1.5987  1.4540  1.3123
  1.1737  1.0385  0.9067  0.7779
  2.2390  2.2127  2.1856  2.1607  2.1408  2.1276  2.1208  2.1212  2.1355  2.1663
  2.1852  2.1747  2.1409  2.0936  2.0387  1.8887  1.7376  1.5906  1.4478  1.3085
  1.1719  1.0382  0.9080  0.7809  0.6570  0.5360  0.4177  0.3020  0.1893  0.0819
  2.2194  2.2002  2.1770  2.1522  2.1277  2.1054  2.0864  2.0710  2.0588  2.0526
  2.0586  2.0731  2.0746  2.0546  2.0164  1.8777  1.7280  1.5819  1.4408  1.3039
  1.1697  1.0378  0.9090  0.7834  0.6608  0.5413  0.4246  0.3106  0.1992  0.0903
 -0.0137
  2.1768  2.1690  2.1545  2.1355  2.1140  2.0913  2.0683  2.0462  2.0252  2.0056
  1.9886  1.9775  1.9745  1.9721  1.9577  1.8603  1.7175  1.5728  1.4329  1.2981
  1.1667  1.0371  0.9099  0.7856  0.6643  0.5461  0.4307  0.3180  0.2080  0.1004
 -0.0050
  2.1107  2.1157  2.1124  2.1028  2.0884  2.0704  2.0498  2.0273  2.0035  1.9791
  1.9547  1.9310  1.9100  1.8937  1.8804  1.8174  1.7006  1.5607  1.4223  1.2891
  1.1603  1.0335  0.9081  0.7849  0.6647  0.5475  0.4331  0.3216  0.2127  0.1062
  0.0021
  2.0227  2.0403  2.0495  2.0512  2.0464  2.0363  2.0217  2.0034  1.9817  1.9576
  1.9316  1.9044  1.8768  1.8499  1.8252  1.7644  1.6709  1.5471  1.4128  1.2813
  1.1546  1.0310  0.9088  0.7876  0.6686  0.5523  0.4390  0.3287  0.2210  0.1158
  0.0110
  1.9203  1.9474  1.9678  1.9808  1.9866  1.9860  1.9795  1.9679  1.9515  1.9312
  1.9076  1.8812  1.8528  1.8230  1.7929  1.7187  1.6347  1.5263  1.4014  1.2729
  1.1477  1.0263  0.9073  0.7892  0.6723  0.5574  0.4450  0.3355  0.2288  0.1247
  0.0230
  1.8123  1.8443  1.8715  1.8938  1.9097  1.9189  1.9215  1.9180  1.9088  1.8945
  1.8758  1.8532  1.8237  1.7939  1.7835  1.6803  1.5920  1.4983  1.3881
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  H   
  2.5354  2.5536  2.5637  2.5646  2.5546  2.5335  2.5017  2.4599  2.4108  2.3574
  2.3018  2.2454  2.1890  2.1320  2.0743  1.9280  1.7801  1.6293  1.4767
  2.4859  2.5069  2.5221  2.5290  2.5257  2.5111  2.4851  2.4487  2.4042  2.3537
  2.2994  2.2429  2.1853  2.1270  2.0680  1.9192  1.7706  1.6216  1.4722  1.3244
  2.4325  2.4565  2.4752  2.4869  2.4893  2.4810  2.4617  2.4318  2.3929  2.3470
  2.2957  2.2404  2.1828  2.1239  2.0639  1.9127  1.7629  1.6146  1.4673  1.3222
  1.1798
  2.3048  2.3383  2.3933  2.4319  2.4462  2.4451  2.4318  2.4082  2.3755  2.3350
  2.2882  2.2360  2.1799  2.1212  2.0610  1.9082  1.7570  1.6089  1.4629  1.3196
  1.1794  1.0422
  2.2681  2.2479  2.2497  2.2711  2.3101  2.3574  2.3818  2.3762  2.3522  2.3176
  2.2756  2.2276  2.1747  2.1176  2.0580  1.9049  1.7527  1.6044  1.4593  1.3173
  1.1786  1.0432  0.9112  0.7822
  2.2705  2.2415  2.2181  2.2037  2.1995  2.2055  2.2217  2.2479  2.2764  2.2789
  2.2544  2.2139  2.1653  2.1116  2.0538  1.9017  1.7491  1.6006  1.4562  1.3155
  1.1781  1.0440  0.9134  0.7860  0.6617  0.5403  0.4218  0.3060  0.1935  0.0865
  2.2782  2.2471  2.2162  2.1880  2.1649  2.1480  2.1363  2.1286  2.1283  2.1424
  2.1632  2.1658  2.1423  2.0993  2.0466  1.8980  1.7457  1.5971  1.4533  1.3136
  1.1776  1.0449  0.9155  0.7893  0.6663  0.5463  0.4292  0.3150  0.2035  0.0949
 -0.0088
  2.2775  2.2503  2.2199  2.1884  2.1578  2.1298  2.1054  2.0841  2.0652  2.0496
  2.0416  2.0462  2.0547  2.0487  2.0216  1.8927  1.7421  1.5937  1.4503  1.3116
  1.1769  1.0456  0.9174  0.7925  0.6707  0.5519  0.4359  0.3229  0.2127  0.1049
 -0.0002
  2.2577  2.2392  2.2148  2.1863  2.1556  2.1245  2.0943  2.0654  2.0380  2.0120
  1.9879  1.9675  1.9548  1.9509  1.9460  1.8735  1.7354  1.5880  1.4450  1.3071
  1.1737  1.0438  0.9168  0.7928  0.6719  0.5541  0.4391  0.3270  0.2177  0.1110
  0.0067
  2.2141  2.2069  2.1926  2.1717  2.1462  2.1176  2.0876  2.0569  2.0258  1.9947
  1.9641  1.9342  1.9065  1.8830  1.8659  1.8220  1.7219  1.5833  1.4415  1.3044
  1.1722  1.0441  0.9191  0.7965  0.6766  0.5597  0.4458  0.3348  0.2266  0.1209
  0.0177
  2.1472  2.1523  2.1494  2.1385  2.1214  2.0996  2.0742  2.0461  2.0160  1.9841
  1.9511  1.9174  1.8839  1.8513  1.8213  1.7609  1.6861  1.5723  1.4368  1.3010
  1.1697  1.0430  0.9201  0.7996  0.6813  0.5655  0.4524  0.3423  0.2350  0.1303
  0.0282
  2.0633  2.0792  2.0866  2.0862  2.0791  2.0662  2.0482  2.0259  2.0001  1.9711
  1.9395  1.9057  1.8705  1.8346  1.8122  1.6902  1.6280  1.5550  1.4309
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value =  H   
  2.5771  2.5900  2.5942  2.5887  2.5725  2.5453  2.5074  2.4595  2.4049  2.3471
  2.2886  2.2305  2.1733  2.1164  2.0594  1.9167  1.7732  1.6267  1.4766
  2.5296  2.5473  2.5577  2.5592  2.5501  2.5298  2.4978  2.4551  2.4045  2.3489
  2.2909  2.2323  2.1738  2.1154  2.0569  1.9104  1.7652  1.6191  1.4723  1.3254
  2.4798  2.4997  2.5145  2.5219  2.5196  2.5065  2.4816  2.4455  2.4003  2.3486
  2.2927  2.2345  2.1755  2.1162  2.0565  1.9067  1.7591  1.6134  1.4680  1.3237
  1.1817
  2.3945  2.4374  2.4636  2.4780  2.4822  2.4754  2.4577  2.4287  2.3900  2.3435
  2.2914  2.2353  2.1769  2.1174  2.0571  1.9050  1.7552  1.6087  1.4642  1.3217
  1.1817  1.0447
  2.3284  2.3346  2.3260  2.3735  2.4159  2.4321  2.4255  2.4044  2.3725  2.3320
  2.2848  2.2325  2.1763  2.1176  2.0575  1.9045  1.7530  1.6055  1.4614  1.3200
  1.1816  1.0462  0.9141  0.7850
  2.2945  2.2564  2.2439  2.2451  2.2577  2.2816  2.3151  2.3392  2.3369  2.3113
  2.2719  2.2245  2.1720  2.1156  2.0567  1.9041  1.7517  1.6034  1.4594  1.3189
  1.1817  1.0476  0.9168  0.7892  0.6648  0.5433  0.4246  0.3087  0.1963  0.0896
  2.2878  2.2566  2.2285  2.2064  2.1923  2.1850  2.1820  2.1843  2.1970  2.2163
  2.2214  2.2011  2.1605  2.1096  2.0536  1.9032  1.7506  1.6019  1.4579  1.3181
  1.1819  1.0491  0.9195  0.7931  0.6699  0.5497  0.4324  0.3180  0.2064  0.0980
 -0.0053
  2.2978  2.2661  2.2335  2.2021  2.1738  2.1499  2.1302  2.1132  2.0982  2.0880
  2.0886  2.0987  2.1007  2.0815  2.0418  1.9011  1.7495  1.6006  1.4566  1.3174
  1.1821  1.0505  0.9221  0.7969  0.6748  0.5557  0.4395  0.3262  0.2158  0.1080
  0.0031
  2.2977  2.2706  2.2396  2.2065  2.1731  2.1409  2.1109  2.0835  2.0577  2.0333
  2.0114  1.9952  1.9892  1.9895  1.9819  1.8919  1.7459  1.5973  1.4533  1.3145
  1.1801  1.0495  0.9221  0.7977  0.6766  0.5584  0.4432  0.3308  0.2212  0.1143
  0.0100
  2.2785  2.2598  2.2357  2.2062  2.1739  2.1401  2.1063  2.0731  2.0410  2.0097
  1.9794  1.9504  1.9248  1.9051  1.8930  1.8504  1.7404  1.5956  1.4522  1.3139
  1.1804  1.0511  0.9252  0.8020  0.6818  0.5646  0.4503  0.3390  0.2305  0.1245
  0.0211
  2.2357  2.2280  2.2131  2.1920  2.1653  2.1349  2.1023  2.0685  2.0340  1.9994
  1.9648  1.9303  1.8967  1.8650  1.8369  1.7852  1.7108  1.5906  1.4504  1.3127
  1.1799  1.0517  0.9274  0.8060  0.6871  0.5709  0.4574  0.3469  0.2393  0.1343
  0.0319
  2.1714  2.1749  2.1708  2.1595  2.1413  2.1178  2.0903  2.0598  2.0270  1.9926
  1.9570  1.9204  1.8833  1.8465  1.8136  1.6963  1.6571  1.5823  1.4479
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value =  H   
  2.6180  2.6250  2.6229  2.6109  2.5882  2.5546  2.5104  2.4564  2.3965  2.3348
  2.2734  2.2134  2.1550  2.0978  2.0412  1.9013  1.7627  1.6215  1.4752
  2.5738  2.5871  2.5921  2.5875  2.5720  2.5454  2.5071  2.4582  2.4017  2.3414
  2.2801  2.2193  2.1596  2.1008  2.0425  1.8982  1.7566  1.6153  1.4712  1.3260
  2.5256  2.5425  2.5532  2.5555  2.5478  2.5290  2.4982  2.4558  2.4044  2.3472
  2.2871  2.2261  2.1656  2.1056  2.0459  1.8976  1.7526  1.6102  1.4674  1.3246
  1.1833
  2.4710  2.4922  2.5079  2.5161  2.5153  2.5040  2.4813  2.4465  2.4015  2.3489
  2.2916  2.2318  2.1712  2.1106  2.0501  1.8989  1.7507  1.6066  1.4643  1.3231
  1.1838  1.0471
  2.3459  2.3848  2.4319  2.4621  2.4736  2.4707  2.4555  2.4287  2.3909  2.3443
  2.2915  2.2344  2.1750  2.1146  2.0538  1.9011  1.7506  1.6047  1.4622  1.3219
  1.1842  1.0491  0.9171  0.7880
  2.2945  2.2836  2.2905  2.3137  2.3499  2.3871  2.4048  2.3971  2.3707  2.3320
  2.2850  2.2322  2.1755  2.1165  2.0562  1.9033  1.7514  1.6040  1.4611  1.3215
  1.1848  1.0510  0.9204  0.7928  0.6682  0.5466  0.4278  0.3119  0.1996  0.0933
  2.2939  2.2661  2.2453  2.2350  2.2348  2.2412  2.2528  2.2703  2.2864  2.2864
  2.2631  2.2219  2.1710  2.1152  2.0566  1.9048  1.7524  1.6040  1.4606  1.3214
  1.1857  1.0531  0.9237  0.7972  0.6739  0.5535  0.4361  0.3215  0.2098  0.1016
 -0.0013
  2.3060  2.2733  2.2424  2.2154  2.1942  2.1790  2.1675  2.1573  2.1492  2.1479
  2.1546  2.1571  2.1408  2.1035  2.0526  1.9053  1.7533  1.6044  1.4606  1.3216
  1.1866  1.0551  0.9268  0.8016  0.6794  0.5601  0.4436  0.3301  0.2194  0.1116
  0.0070
  2.3178  2.2856  2.2518  2.2183  2.1865  2.1576  2.1321  2.1089  2.0864  2.0646
  2.0464  2.0362  2.0349  2.0323  2.0151  1.9018  1.7520  1.6030  1.4588  1.3199
  1.1854  1.0547  0.9274  0.8030  0.6818  0.5634  0.4479  0.3352  0.2253  0.1183
  0.0139
  2.3190  2.2911  2.2600  2.2260  2.1908  2.1557  2.1219  2.0898  2.0591  2.0291
  1.9999  1.9725  1.9498  1.9348  1.9261  1.8753  1.7511  1.6037  1.4596  1.3209
  1.1870  1.0573  0.9311  0.8078  0.6875  0.5701  0.4556  0.3440  0.2351  0.1289
  0.0252
  2.3009  2.2814  2.2563  2.2270  2.1935  2.1579  2.1212  2.0848  2.0489  2.0137
  1.9790  1.9449  1.9119  1.8818  1.8565  1.8110  1.7320  1.6028  1.4601  1.3216
  1.1882  1.0593  0.9343  0.8125  0.6934  0.5770  0.4632  0.3524  0.2444  0.1391
  0.0363
  2.2598  2.2511  2.2353  2.2132  2.1861  2.1541  2.1194  2.0830  2.0457  2.0080
  1.9704  1.9326  1.8951  1.8583  1.8063  1.7089  1.6947  1.6003  1.4603
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value =  H   
  2.6607  2.6626  2.6553  2.6378  2.6096  2.5707  2.5212  2.4623  2.3986  2.3340
  2.2703  2.2084  2.1486  2.0904  2.0335  1.8948  1.7594  1.6227  1.4798
  2.6207  2.6298  2.6298  2.6198  2.5987  2.5665  2.5228  2.4686  2.4077  2.3441
  2.2803  2.2177  2.1567  2.0973  2.0388  1.8955  1.7564  1.6184  1.4770  1.3327
  2.5738  2.5883  2.5952  2.5928  2.5800  2.5559  2.5198  2.4720  2.4155  2.3541
  2.2910  2.2279  2.1661  2.1054  2.0456  1.8982  1.7550  1.6149  1.4742  1.3321
  1.1906
  2.5232  2.5409  2.5530  2.5574  2.5523  2.5366  2.5090  2.4691  2.4187  2.3612
  2.3000  2.2374  2.1751  2.1136  2.0528  1.9023  1.7553  1.6127  1.4718  1.3312
  1.1917  1.0545
  2.4441  2.4790  2.5012  2.5135  2.5160  2.5080  2.4889  2.4576  2.4147  2.3628
  2.3051  2.2443  2.1825  2.1207  2.0593  1.9070  1.7571  1.6120  1.4705  1.3306
  1.1927  1.0571  0.9244  0.7946
  2.3243  2.3378  2.3736  2.4190  2.4527  2.4647  2.4575  2.4360  2.4017  2.3568
  2.3044  2.2470  2.1869  2.1257  2.0644  1.9113  1.7598  1.6127  1.4702  1.3308
  1.1939  1.0596  0.9284  0.8002  0.6750  0.5528  0.4334  0.3169  0.2046  0.0983
  2.3024  2.2822  2.2750  2.2825  2.3009  2.3271  2.3548  2.3704  2.3646  2.3373
  2.2950  2.2436  2.1872  2.1279  2.0674  1.9147  1.7626  1.6142  1.4708  1.3315
  1.1955  1.0624  0.9324  0.8053  0.6813  0.5603  0.4423  0.3272  0.2150  0.1066
  0.0039
  2.3091  2.2786  2.2526  2.2342  2.2249  2.2224  2.2228  2.2248  2.2296  2.2357
  2.2345  2.2149  2.1762  2.1248  2.0676  1.9170  1.7650  1.6160  1.4720  1.3326
  1.1972  1.0651  0.9363  0.8104  0.6875  0.5676  0.4505  0.3364  0.2252  0.1169
  0.0122
  2.3247  2.2906  2.2576  2.2273  2.2011  2.1800  2.1628  2.1469  2.1303  2.1145
  2.1038  2.1000  2.0969  2.0824  2.0500  1.9162  1.7653  1.6161  1.4714  1.3319
  1.1968  1.0654  0.9374  0.8126  0.6907  0.5717  0.4554  0.3421  0.2317  0.1241
  0.0194
  2.3385  2.3052  2.2707  2.2358  2.2017  2.1694  2.1397  2.1122  2.0856  2.0587
  2.0320  2.0080  1.9904  1.9803  1.9719  1.9036  1.7664  1.6182  1.4736  1.3341
  1.1994  1.0688  0.9418  0.8180  0.6971  0.5792  0.4640  0.3517  0.2421  0.1353
  0.0311
  2.3409  2.3123  2.2802  2.2458  2.2095  2.1725  2.1359  2.1005  2.0662  2.0327
  1.9995  1.9666  1.9354  1.9082  1.8871  1.8456  1.7572  1.6193  1.4755  1.3362
  1.2018  1.0719  0.9459  0.8232  0.7036  0.5866  0.4723  0.3609  0.2522  0.1462
  0.0428
  2.3244  2.3040  2.2782  2.2477  2.2141  2.1771  2.1386  2.0997  2.0609  2.0227
  1.9850  1.9476  1.9107  1.8751  1.7956  1.7422  1.7377  1.6194  1.4771
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value =  H   
  2.6883  2.6837  2.6694  2.6449  2.6097  2.5636  2.5072  2.4421  2.3738  2.3057
  2.2391  2.1746  2.1128  2.0533  1.9958  1.8592  1.7292  1.6000  1.4652
  2.6549  2.6579  2.6511  2.6338  2.6055  2.5660  2.5149  2.4539  2.3877  2.3201
  2.2532  2.1879  2.1249  2.0641  2.0049  1.8631  1.7284  1.5968  1.4623  1.3233
  2.6124  2.6220  2.6229  2.6139  2.5940  2.5625  2.5190  2.4641  2.4014  2.3353
  2.2686  2.2028  2.1388  2.0766  2.0160  1.8695  1.7296  1.5947  1.4598  1.3225
  1.1844
  2.5646  2.5786  2.5859  2.5845  2.5731  2.5506  2.5160  2.4689  2.4117  2.3486
  2.2830  2.2172  2.1524  2.0892  2.0274  1.8772  1.7327  1.5941  1.4581  1.3218
  1.1856  1.0507
  2.4830  2.5277  2.5409  2.5463  2.5426  2.5286  2.5033  2.4654  2.4156  2.3572
  2.2942  2.2293  2.1645  2.1007  2.0380  1.8852  1.7371  1.5951  1.4575  1.3216
  1.1867  1.0535  0.9226  0.7942
  2.3875  2.4316  2.4709  2.4931  2.5008  2.4962  2.4799  2.4516  2.4106  2.3590
  2.3003  2.2377  2.1738  2.1100  2.0469  1.8926  1.7421  1.5973  1.4580  1.3220
  1.1880  1.0561  0.9268  0.7999  0.6758  0.5544  0.4356  0.3195  0.2079  0.1023
  2.3185  2.3132  2.3275  2.3569  2.3933  2.4220  2.4318  2.4210  2.3931  2.3512
  2.2993  2.2409  2.1793  2.1165  2.0536  1.8986  1.7470  1.6003  1.4594  1.3230
  1.1897  1.0590  0.9309  0.8054  0.6825  0.5623  0.4449  0.3301  0.2182  0.1105
  0.0083
  2.3127  2.2869  2.2699  2.2650  2.2708  2.2822  2.2965  2.3102  2.3156  2.3061
  2.2782  2.2337  2.1790  2.1193  2.0578  1.9033  1.7512  1.6033  1.4612  1.3244
  1.1916  1.0618  0.9350  0.8108  0.6892  0.5700  0.4534  0.3397  0.2289  0.1208
  0.0166
  2.3252  2.2922  2.2626  2.2384  2.2214  2.2111  2.2041  2.1969  2.1884  2.1801
  2.1726  2.1620  2.1409  2.1043  2.0541  1.9053  1.7532  1.6045  1.4613  1.3238
  1.1910  1.0619  0.9361  0.8131  0.6927  0.5747  0.4590  0.3460  0.2357  0.1283
  0.0238
  2.3436  2.3086  2.2738  2.2409  2.2109  2.1848  2.1625  2.1420  2.1207  2.0975
  2.0739  2.0531  2.0370  2.0229  2.0039  1.9036  1.7568  1.6081  1.4643  1.3264
  1.1937  1.0652  0.9403  0.8183  0.6991  0.5824  0.4679  0.3560  0.2467  0.1400
  0.0358
  2.3593  2.3252  2.2899  2.2536  2.2176  2.1827  2.1495  2.1182  2.0879  2.0573
  2.0256  1.9935  1.9633  1.9374  1.9166  1.8624  1.7558  1.6115  1.4677  1.3294
  1.1966  1.0686  0.9444  0.8235  0.7055  0.5898  0.4765  0.3656  0.2572  0.1513
  0.0479
  2.3631  2.3339  2.3010  2.2657  2.2285  2.1899  2.1513  2.1131  2.0757  2.0388
  2.0022  1.9652  1.9284  1.8928  1.7922  1.7817  1.7502  1.6147  1.4715
 [Fe/H] =  0.25 [alpha/Fe] = 0.00 BC value =  H   
  2.7150  2.7051  2.6852  2.6535  2.6110  2.5591  2.4990  2.4320  2.3603  2.2896
  2.2206  2.1538  2.0899  2.0286  1.9701  1.8334  1.7068  1.5829  1.4554
  2.6880  2.6857  2.6732  2.6500  2.6159  2.5703  2.5136  2.4474  2.3774  2.3070
  2.2377  2.1703  2.1053  2.0428  1.9826  1.8406  1.7084  1.5816  1.4528  1.3185
  2.6504  2.6556  2.6512  2.6364  2.6105  2.5730  2.5232  2.4624  2.3951  2.3257
  2.2565  2.1885  2.1226  2.0589  1.9972  1.8504  1.7126  1.5815  1.4513  1.3181
  1.1833
  2.6052  2.6164  2.6195  2.6130  2.5960  2.5675  2.5267  2.4734  2.4107  2.3434
  2.2748  2.2066  2.1400  2.0752  2.0123  1.8615  1.7185  1.5828  1.4506  1.3179
  1.1842  1.0510
  2.5543  2.5698  2.5789  2.5798  2.5712  2.5518  2.5207  2.4768  2.4209  2.3575
  2.2906  2.2229  2.1559  2.0904  2.0265  1.8727  1.7256  1.5856  1.4510  1.3181
  1.1856  1.0541  0.9244  0.7969
  2.4808  2.5088  2.5268  2.5361  2.5359  2.5252  2.5036  2.4699  2.4230  2.3656
  2.3020  2.2358  2.1692  2.1033  2.0388  1.8829  1.7330  1.5897  1.4525  1.3191
  1.1873  1.0570  0.9288  0.8029  0.6795  0.5585  0.4400  0.3240  0.2130  0.1077
  2.3507  2.3770  2.4139  2.4546  2.4779  2.4827  2.4729  2.4501  2.4141  2.3653
  2.3073  2.2441  2.1789  2.1134  2.0486  1.8915  1.7400  1.5943  1.4550  1.3207
  1.1893  1.0601  0.9332  0.8087  0.6866  0.5669  0.4497  0.3352  0.2233  0.1160
  0.0141
  2.3198  2.3030  2.3012  2.3151  2.3387  2.3659  2.3874  2.3935  2.3802  2.3488
