 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  H   
  2.3873  2.3442  2.2942  2.2383  2.1795  2.0285  1.8800  1.7343  1.5899  1.4471
  1.3072  1.1705
  2.3261  2.3085  2.2897  2.2728  2.2611  2.2562  2.2591  2.2728  2.3038  2.3325
  2.3334  2.3084  2.2675  2.2168  2.1602  2.0116  1.8646  1.7222  1.5820  1.4424
  1.3047  1.1700  1.0386  0.9103
  2.2850  2.2763  2.2634  2.2484  2.2332  2.2200  2.2100  2.2037  2.2014  2.2073
  2.2221  2.2279  2.2131  2.1810  2.1356  1.9940  1.8486  1.7084  1.5723  1.4369
  1.3019  1.1691  1.0394  0.9128  0.7892  0.6686  0.5506  0.4352  0.3224  0.2148
  2.2219  2.2254  2.2221  2.2142  2.2030  2.1900  2.1765  2.1637  2.1520  2.1411
  2.1329  2.1296  2.1260  2.1128  2.0858  1.9725  1.8319  1.6935  1.5605  1.4298
  1.2985  1.1679  1.0398  0.9147  0.7926  0.6735  0.5572  0.4435  0.3323  0.2234
  0.1191
  2.1370  2.1538  2.1624  2.1642  2.1608  2.1530  2.1419  2.1290  2.1149  2.1001
  2.0845  2.0683  2.0534  2.0382  2.0194  1.9353  1.8122  1.6777  1.5471  1.4203
  1.2937  1.1662  1.0400  0.9163  0.7956  0.6779  0.5629  0.4506  0.3409  0.2335
  0.1281
  2.0339  2.0630  2.0841  2.0971  2.1031  2.1031  2.0979  2.0888  2.0767  2.0624
  2.0461  2.0275  2.0068  1.9848  1.9618  1.8885  1.7832  1.6586  1.5309  1.4070
  1.2846  1.1613  1.0375  0.9151  0.7955  0.6788  0.5650  0.4539  0.3453  0.2392
  0.1352
  1.9175  1.9558  1.9878  2.0123  2.0290  2.0381  2.0409  2.0382  2.0308  2.0199
  2.0061  1.9895  1.9699  1.9471  1.9214  1.8462  1.7518  1.6384  1.5162  1.3946
  1.2755  1.1567  1.0370  0.9171  0.7988  0.6832  0.5704  0.4606  0.3533  0.2485
  0.1440
  1.7968  1.8388  1.8778  1.9113  1.9381  1.9572  1.9689  1.9741  1.9735  1.9680
  1.9585  1.9457  1.9298  1.9103  1.8868  1.8123  1.7213  1.6167  1.5012  1.3825
  1.2653  1.1495  1.0338  0.9176  0.8018  0.6877  0.5759  0.4669  0.3607  0.2571
  0.1558
  1.6780  1.7191  1.7593  1.7978  1.8319  1.8601  1.8809  1.8948  1.9020  1.9036
  1.9003  1.8927  1.8811  1.8639  1.8580  1.7868  1.6917  1.5935  1.4859
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  H   
  2.5977  2.6226  2.6419  2.6530  2.6537  2.6438  2.6235  2.5933  2.5547  2.5094
  2.4591  2.4051  2.3489  2.2906  2.2308  2.0778  1.9226  1.7671  1.6120
  2.5444  2.5707  2.5913  2.6059  2.6118  2.6077  2.5932  2.5689  2.5356  2.4945
  2.4468  2.3938  2.3374  2.2787  2.2185  2.0654  1.9117  1.7585  1.6070  1.4584
  2.4106  2.4431  2.5070  2.5502  2.5659  2.5672  2.5578  2.5388  2.5110  2.4751
  2.4317  2.3817  2.3264  2.2680  2.2076  2.0542  1.9013  1.7502  1.6013  1.4554
  1.3127
  2.3793  2.3626  2.3625  2.3827  2.4270  2.4851  2.5110  2.5055  2.4832  2.4514
  2.4123  2.3666  2.3144  2.2572  2.1973  2.0440  1.8918  1.7423  1.5955  1.4518
  1.3114  1.1743
  2.3781  2.3506  2.3277  2.3136  2.3082  2.3196  2.3522  2.3931  2.4231  2.4180
  2.3885  2.3472  2.2992  2.2451  2.1866  2.0342  1.8825  1.7345  1.5898  1.4482
  1.3096  1.1744  1.0426  0.9139
  2.3742  2.3479  2.3208  2.2960  2.2761  2.2628  2.2560  2.2565  2.2707  2.3015
  2.3204  2.3099  2.2762  2.2289  2.1741  2.0242  1.8732  1.7263  1.5837  1.4444
  1.3078  1.1742  1.0440  0.9169  0.7930  0.6721  0.5539  0.4381  0.3253  0.2179
  2.3548  2.3356  2.3124  2.2876  2.2631  2.2408  2.2218  2.2063  2.1942  2.1880
  2.1940  2.2084  2.2099  2.1900  2.1519  2.0133  1.8637  1.7177  1.5766  1.4398
  1.3056  1.1738  1.0451  0.9194  0.7969  0.6774  0.5606  0.4467  0.3353  0.2264
  0.1223
  2.3125  2.3046  2.2900  2.2710  2.2495  2.2268  2.2038  2.1817  2.1607  2.1410
  2.1240  2.1129  2.1099  2.1075  2.0931  1.9959  1.8532  1.7085  1.5687  1.4340
  1.3027  1.1731  1.0459  0.9216  0.8004  0.6822  0.5668  0.4541  0.3441  0.2365
  0.1311
  2.2468  2.2516  2.2483  2.2386  2.2241  2.2061  2.1854  2.1629  2.1390  2.1146
  2.0902  2.0665  2.0455  2.0292  2.0159  1.9530  1.8363  1.6964  1.5581  1.4250
  1.2963  1.1695  1.0442  0.9210  0.8008  0.6836  0.5693  0.4577  0.3488  0.2424
  0.1382
  2.1590  2.1765  2.1856  2.1872  2.1823  2.1721  2.1575  2.1391  2.1174  2.0932
  2.0673  2.0400  2.0124  1.9855  1.9608  1.9000  1.8066  1.6829  1.5487  1.4172
  1.2905  1.1670  1.0448  0.9237  0.8047  0.6885  0.5752  0.4649  0.3572  0.2520
  0.1472
  2.0570  2.0839  2.1042  2.1170  2.1227  2.1220  2.1154  2.1037  2.0873  2.0670
  2.0433  2.0169  1.9885  1.9586  1.9285  1.8543  1.7705  1.6620  1.5372  1.4088
  1.2836  1.1623  1.0433  0.9252  0.8084  0.6935  0.5811  0.4716  0.3650  0.2609
  0.1592
  1.9492  1.9810  2.0081  2.0303  2.0460  2.0551  2.0576  2.0540  2.0447  2.0304
  2.0116  1.9890  1.9593  1.9296  1.9190  1.8159  1.7280  1.6337  1.5236
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  H   
  2.6695  2.6878  2.6981  2.6991  2.6892  2.6683  2.6365  2.5947  2.5457  2.4924
  2.4368  2.3806  2.3242  2.2673  2.2096  2.0636  1.9157  1.7650  1.6125
  2.6200  2.6412  2.6565  2.6635  2.6603  2.6458  2.6199  2.5836  2.5391  2.4887
  2.4344  2.3780  2.3205  2.2623  2.2033  2.0547  1.9063  1.7574  1.6080  1.4602
  2.5666  2.5908  2.6096  2.6214  2.6239  2.6157  2.5965  2.5667  2.5279  2.4820
  2.4307  2.3756  2.3180  2.2592  2.1993  2.0482  1.8985  1.7504  1.6032  1.4580
  1.3157
  2.4394  2.4729  2.5278  2.5664  2.5808  2.5798  2.5666  2.5431  2.5104  2.4700
  2.4232  2.3712  2.3151  2.2565  2.1964  2.0437  1.8927  1.7446  1.5988  1.4555
  1.3153  1.1782
  2.4029  2.3827  2.3845  2.4059  2.4449  2.4922  2.5166  2.5111  2.4872  2.4526
  2.4107  2.3628  2.3099  2.2529  2.1934  2.0404  1.8884  1.7401  1.5951  1.4532
  1.3146  1.1792  1.0472  0.9182
  2.4054  2.3765  2.3531  2.3388  2.3346  2.3406  2.3567  2.3829  2.4114  2.4140
  2.3896  2.3491  2.3006  2.2469  2.1892  2.0372  1.8848  1.7364  1.5921  1.4514
  1.3141  1.1800  1.0494  0.9220  0.7977  0.6764  0.5579  0.4421  0.3295  0.2225
  2.4133  2.3822  2.3513  2.3232  2.3001  2.2833  2.2715  2.2639  2.2635  2.2776
  2.2984  2.3010  2.2775  2.2347  2.1820  2.0335  1.8814  1.7329  1.5891  1.4495
  1.3136  1.1809  1.0515  0.9253  0.8023  0.6824  0.5654  0.4511  0.3395  0.2309
  0.1273
  2.4127  2.3855  2.3551  2.3236  2.2931  2.2651  2.2407  2.2194  2.2006  2.1849
  2.1769  2.1815  2.1901  2.1840  2.1570  2.0282  1.8777  1.7295  1.5861  1.4475
  1.3129  1.1816  1.0535  0.9285  0.8068  0.6880  0.5720  0.4590  0.3488  0.2410
  0.1358
  2.3931  2.3746  2.3502  2.3216  2.2910  2.2599  2.2297  2.2008  2.1735  2.1474
  2.1233  2.1029  2.0902  2.0864  2.0814  2.0090  1.8710  1.7238  1.5808  1.4430
  1.3096  1.1798  1.0529  0.9288  0.8080  0.6902  0.5753  0.4632  0.3539  0.2472
  0.1429
  2.3498  2.3425  2.3282  2.3072  2.2817  2.2531  2.2231  2.1924  2.1613  2.1302
  2.0996  2.0697  2.0420  2.0185  2.0014  1.9575  1.8576  1.7191  1.5773  1.4402
  1.3081  1.1801  1.0552  0.9326  0.8127  0.6958  0.5819  0.4710  0.3628  0.2571
  0.1539
  2.2833  2.2883  2.2853  2.2742  2.2571  2.2353  2.2099  2.1817  2.1516  2.1197
  2.0867  2.0530  2.0194  1.9869  1.9569  1.8965  1.8218  1.7080  1.5726  1.4369
  1.3057  1.1790  1.0561  0.9356  0.8174  0.7017  0.5886  0.4785  0.3712  0.2666
  0.1644
  2.1998  2.2155  2.2228  2.2222  2.2151  2.2020  2.1840  2.1617  2.1358  2.1067
  2.0751  2.0413  2.0061  1.9702  1.9479  1.8260  1.7636  1.6905  1.5667
 [Fe/H] = -0.75 [alpha/Fe] = 0.00 BC value =  H   
  2.7112  2.7243  2.7286  2.7233  2.7072  2.6801  2.6422  2.5943  2.5398  2.4820
  2.4236  2.3657  2.3085  2.2517  2.1948  2.0522  1.9089  1.7625  1.6125
  2.6637  2.6815  2.6921  2.6937  2.6848  2.6645  2.6325  2.5900  2.5394  2.4838
  2.4259  2.3674  2.3090  2.2507  2.1922  2.0459  1.9008  1.7548  1.6081  1.4613
  2.6140  2.6339  2.6488  2.6564  2.6543  2.6412  2.6164  2.5804  2.5353  2.4836
  2.4277  2.3697  2.3107  2.2514  2.1918  2.0422  1.8947  1.7492  1.6038  1.4595
  1.3176
  2.5288  2.5717  2.5980  2.6125  2.6168  2.6102  2.5925  2.5636  2.5249  2.4785
  2.4264  2.3704  2.3121  2.2526  2.1924  2.0405  1.8908  1.7444  1.6000  1.4575
  1.3177  1.1806
  2.4629  2.4692  2.4607  2.5082  2.5506  2.5668  2.5603  2.5393  2.5075  2.4670
  2.4199  2.3676  2.3115  2.2529  2.1928  2.0400  1.8886  1.7413  1.5972  1.4559
  1.3175  1.1822  1.0501  0.9210
  2.4292  2.3913  2.3789  2.3800  2.3927  2.4165  2.4500  2.4741  2.4719  2.4464
  2.4071  2.3597  2.3072  2.2509  2.1920  2.0396  1.8873  1.7392  1.5952  1.4548
  1.3176  1.1835  1.0528  0.9253  0.8008  0.6793  0.5606  0.4448  0.3324  0.2257
  2.4227  2.3916  2.3636  2.3415  2.3274  2.3201  2.3172  2.3194  2.3322  2.3514
  2.3565  2.3363  2.2958  2.2449  2.1889  2.0387  1.8863  1.7376  1.5937  1.4540
  1.3179  1.1850  1.0555  0.9291  0.8059  0.6858  0.5685  0.4541  0.3424  0.2340
  0.1307
  2.4328  2.4012  2.3687  2.3373  2.3090  2.2852  2.2655  2.2485  2.2335  2.2233
  2.2238  2.2340  2.2360  2.2168  2.1772  2.0367  1.8851  1.7363  1.5924  1.4532
  1.3181  1.1865  1.0581  0.9329  0.8109  0.6918  0.5756  0.4623  0.3519  0.2441
  0.1392
  2.4329  2.4058  2.3748  2.3418  2.3084  2.2762  2.2463  2.2188  2.1931  2.1687
  2.1468  2.1306  2.1246  2.1249  2.1174  2.0274  1.8815  1.7331  1.5892  1.4504
  1.3161  1.1855  1.0581  0.9338  0.8127  0.6946  0.5793  0.4669  0.3574  0.2505
  0.1461
  2.4140  2.3952  2.3711  2.3416  2.3093  2.2755  2.2417  2.2085  2.1764  2.1452
  2.1148  2.0859  2.0602  2.0406  2.0285  1.9860  1.8760  1.7314  1.5880  1.4497
  1.3164  1.1871  1.0612  0.9381  0.8179  0.7007  0.5865  0.4752  0.3667  0.2607
  0.1573
  2.3715  2.3637  2.3487  2.3276  2.3008  2.2704  2.2378  2.2040  2.1696  2.1349
  2.1003  2.0658  2.0322  2.0005  1.9725  1.9207  1.8465  1.7264  1.5862  1.4486
  1.3159  1.1877  1.0634  0.9420  0.8232  0.7070  0.5936  0.4831  0.3755  0.2705
  0.1681
  2.3075  2.3109  2.3067  2.2953  2.2770  2.2535  2.2259  2.1954  2.1626  2.1282
  2.0926  2.0560  2.0189  1.9821  1.9494  1.8315  1.7930  1.7181  1.5838
 [Fe/H] = -0.50 [alpha/Fe] = 0.00 BC value =  H   
  2.7522  2.7593  2.7573  2.7455  2.7229  2.6894  2.6452  2.5912  2.5314  2.4697
  2.4084  2.3485  2.2902  2.2330  2.1765  2.0368  1.8983  1.7573  1.6110
  2.7080  2.7214  2.7266  2.7221  2.7067  2.6801  2.6419  2.5930  2.5366  2.4764
  2.4152  2.3544  2.2948  2.2361  2.1778  2.0337  1.8922  1.7510  1.6070  1.4618
  2.6597  2.6768  2.6876  2.6901  2.6825  2.6637  2.6330  2.5907  2.5393  2.4821
  2.4221  2.3612  2.3007  2.2408  2.1812  2.0331  1.8882  1.7459  1.6032  1.4604
  1.3192
  2.6052  2.6265  2.6423  2.6507  2.6499  2.6388  2.6161  2.5814  2.5364  2.4839
  2.4267  2.3669  2.3064  2.2458  2.1854  2.0344  1.8863  1.7423  1.6000  1.4589
  1.3198  1.1831
  2.4805  2.5193  2.5664  2.5967  2.6082  2.6055  2.5904  2.5636  2.5259  2.4794
  2.4265  2.3695  2.3102  2.2499  2.1891  2.0366  1.8862  1.7404  1.5979  1.4578
  1.3201  1.1851  1.0531  0.9240
  2.4293  2.4185  2.4253  2.4486  2.4848  2.5219  2.5397  2.5320  2.5057  2.4670
  2.4201  2.3673  2.3107  2.2518  2.1916  2.0388  1.8870  1.7397  1.5969  1.4573
  1.3207  1.1870  1.0564  0.9288  0.8042  0.6826  0.5639  0.4479  0.3357  0.2293
  2.4288  2.4011  2.3804  2.3701  2.3699  2.3763  2.3879  2.4054  2.4215  2.4215
  2.3982  2.3571  2.3062  2.2505  2.1919  2.0403  1.8880  1.7397  1.5964  1.4573
  1.3216  1.1891  1.0597  0.9333  0.8099  0.6896  0.5722  0.4576  0.3458  0.2376
  0.1347
  2.4409  2.4083  2.3775  2.3506  2.3294  2.3142  2.3027  2.2925  2.2844  2.2832
  2.2899  2.2923  2.2760  2.2388  2.1879  2.0408  1.8889  1.7401  1.5964  1.4575
  1.3225  1.1911  1.0629  0.9377  0.8155  0.6962  0.5797  0.4662  0.3555  0.2477
  0.1431
  2.4528  2.4206  2.3870  2.3535  2.3218  2.2929  2.2674  2.2442  2.2218  2.2000
  2.1817  2.1715  2.1703  2.1677  2.1505  2.0373  1.8876  1.7387  1.5946  1.4557
  1.3213  1.1907  1.0634  0.9391  0.8179  0.6996  0.5840  0.4713  0.3615  0.2544
  0.1500
  2.4542  2.4263  2.3952  2.3613  2.3261  2.2911  2.2572  2.2251  2.1945  2.1646
  2.1353  2.1079  2.0853  2.0702  2.0616  2.0108  1.8867  1.7394  1.5954  1.4567
  1.3229  1.1933  1.0671  0.9439  0.8236  0.7063  0.5918  0.4802  0.3713  0.2650
  0.1614
  2.4363  2.4168  2.3917  2.3624  2.3289  2.2933  2.2567  2.2202  2.1844  2.1492
  2.1145  2.0804  2.0474  2.0173  1.9920  1.9466  1.8677  1.7385  1.5959  1.4575
  1.3241  1.1953  1.0703  0.9485  0.8295  0.7131  0.5994  0.4886  0.3807  0.2753
  0.1726
  2.3956  2.3868  2.3709  2.3488  2.3216  2.2897  2.2549  2.2185  2.1812  2.1436
  2.1059  2.0681  2.0306  1.9939  1.9417  1.8447  1.8306  1.7360  1.5961
 [Fe/H] = -0.25 [alpha/Fe] = 0.00 BC value =  H   
  2.7949  2.7970  2.7898  2.7725  2.7444  2.7055  2.6560  2.5972  2.5336  2.4690
  2.4054  2.3436  2.2838  2.2257  2.1688  2.0303  1.8950  1.7584  1.6157
  2.7549  2.7642  2.7643  2.7544  2.7335  2.7013  2.6576  2.6035  2.5426  2.4791
  2.4153  2.3528  2.2919  2.2325  2.1741  2.0309  1.8919  1.7541  1.6129  1.4686
  2.7080  2.7226  2.7296  2.7274  2.7147  2.6907  2.6546  2.6069  2.5504  2.4891
  2.4260  2.3631  2.3013  2.2407  2.1809  2.0337  1.8906  1.7506  1.6100  1.4679
  1.3265
  2.6574  2.6753  2.6875  2.6920  2.6870  2.6713  2.6439  2.6040  2.5536  2.4962
  2.4350  2.3725  2.3103  2.2489  2.1881  2.0378  1.8909  1.7484  1.6076  1.4671
  1.3277  1.1904
  2.5785  2.6134  2.6357  2.6481  2.6507  2.6428  2.6238  2.5926  2.5497  2.4978
  2.4402  2.3794  2.3177  2.2559  2.1946  2.0424  1.8927  1.7477  1.6063  1.4665
  1.3286  1.1931  1.0604  0.9305
  2.4590  2.4726  2.5083  2.5537  2.5874  2.5995  2.5924  2.5709  2.5367  2.4919
  2.4395  2.3822  2.3221  2.2610  2.1997  2.0468  1.8954  1.7485  1.6060  1.4667
  1.3298  1.1956  1.0644  0.9362  0.8110  0.6888  0.5695  0.4530  0.3406  0.2344
  2.4373  2.4172  2.4100  2.4175  2.4359  2.4621  2.4898  2.5054  2.4996  2.4724
  2.4301  2.3788  2.3224  2.2632  2.2028  2.0502  1.8982  1.7499  1.6066  1.4674
  1.3314  1.1984  1.0684  0.9413  0.8174  0.6964  0.5783  0.4632  0.3510  0.2427
  0.1400
  2.4441  2.4136  2.3876  2.3693  2.3600  2.3576  2.3579  2.3600  2.3647  2.3709
  2.3696  2.3501  2.3114  2.2601  2.2030  2.0525  1.9007  1.7517  1.6078  1.4685
  1.3331  1.2011  1.0723  0.9465  0.8236  0.7037  0.5866  0.4725  0.3613  0.2530
  0.1483
  2.4597  2.4256  2.3927  2.3624  2.3363  2.3152  2.2981  2.2822  2.2656  2.2498
  2.2391  2.2353  2.2322  2.2177  2.1854  2.0517  1.9010  1.7518  1.6072  1.4678
  1.3327  1.2014  1.0735  0.9487  0.8268  0.7078  0.5916  0.4782  0.3678  0.2602
  0.1555
  2.4735  2.4403  2.4058  2.3710  2.3369  2.3047  2.2750  2.2476  2.2210  2.1941
  2.1674  2.1434  2.1259  2.1157  2.1073  2.0391  1.9021  1.7539  1.6094  1.4700
  1.3353  1.2048  1.0778  0.9540  0.8332  0.7153  0.6001  0.4878  0.3783  0.2715
  0.1673
  2.4761  2.4475  2.4155  2.3811  2.3448  2.3079  2.2713  2.2359  2.2017  2.1682
  2.1349  2.1020  2.0709  2.0437  2.0226  1.9811  1.8929  1.7550  1.6113  1.4720
  1.3378  1.2079  1.0819  0.9593  0.8397  0.7227  0.6085  0.4971  0.3884  0.2824
  0.1790
  2.4599  2.4394  2.4136  2.3831  2.3495  2.3125  2.2740  2.2351  2.1964  2.1582
  2.1205  2.0831  2.0462  2.0106  1.9313  1.8777  1.8734  1.7551  1.6129
 [Fe/H] =  0.00 [alpha/Fe] = 0.00 BC value =  H   
  2.8226  2.8181  2.8040  2.7796  2.7445  2.6986  2.6421  2.5769  2.5088  2.4407
  2.3741  2.3098  2.2479  2.1886  2.1311  1.9946  1.8648  1.7357  1.6010
  2.7892  2.7923  2.7856  2.7685  2.7403  2.7008  2.6497  2.5888  2.5226  2.4551
  2.3882  2.3230  2.2601  2.1993  2.1402  1.9985  1.8639  1.7325  1.5981  1.4591
  2.7466  2.7564  2.7575  2.7485  2.7287  2.6973  2.6539  2.5990  2.5364  2.4703
  2.4036  2.3379  2.2739  2.2118  2.1513  2.0049  1.8652  1.7304  1.5956  1.4583
  1.3203
  2.6988  2.7130  2.7204  2.7191  2.7078  2.6854  2.6509  2.6038  2.5467  2.4836
  2.4180  2.3523  2.2876  2.2245  2.1627  2.0126  1.8682  1.7298  1.5939  1.4576
  1.3215  1.1866
  2.6174  2.6621  2.6754  2.6809  2.6773  2.6634  2.6382  2.6004  2.5505  2.4923
  2.4293  2.3645  2.2997  2.2359  2.1733  2.0206  1.8726  1.7307  1.5932  1.4574
  1.3226  1.1894  1.0586  0.9302
  2.5221  2.5661  2.6054  2.6277  2.6355  2.6311  2.6148  2.5866  2.5456  2.4940
  2.4354  2.3729  2.3090  2.2453  2.1822  2.0280  1.8777  1.7330  1.5938  1.4578
  1.3239  1.1921  1.0628  0.9359  0.8118  0.6904  0.5716  0.4555  0.3440  0.2383
  2.4533  2.4481  2.4623  2.4918  2.5282  2.5569  2.5668  2.5560  2.5282  2.4863
  2.4344  2.3761  2.3146  2.2517  2.1889  2.0341  1.8825  1.7359  1.5951  1.4589
  1.3257  1.1950  1.0669  0.9414  0.8186  0.6985  0.5810  0.4662  0.3543  0.2466
  0.1444
  2.4475  2.4219  2.4049  2.4001  2.4059  2.4173  2.4317  2.4454  2.4507  2.4412
  2.4133  2.3689  2.3142  2.2546  2.1931  2.0387  1.8867  1.7390  1.5970  1.4602
  1.3275  1.1978  1.0710  0.9469  0.8253  0.7061  0.5895  0.4758  0.3650  0.2569
  0.1527
  2.4601  2.4272  2.3977  2.3735  2.3566  2.3463  2.3393  2.3322  2.3237  2.3154
  2.3079  2.2973  2.2762  2.2396  2.1894  2.0407  1.8888  1.7402  1.5970  1.4596
  1.3269  1.1979  1.0721  0.9492  0.8288  0.7108  0.5951  0.4821  0.3719  0.2645
  0.1599
  2.4785  2.4436  2.4089  2.3761  2.3462  2.3201  2.2978  2.2773  2.2561  2.2328
  2.2092  2.1884  2.1723  2.1583  2.1393  2.0391  1.8923  1.7438  1.6001  1.4622
  1.3296  1.2012  1.0763  0.9544  0.8352  0.7185  0.6041  0.4922  0.3829  0.2762
  0.1720
  2.4944  2.4603  2.4251  2.3888  2.3529  2.3180  2.2849  2.2536  2.2233  2.1927
  2.1610  2.1289  2.0987  2.0728  2.0521  1.9979  1.8914  1.7472  1.6035  1.4652
  1.3325  1.2045  1.0804  0.9596  0.8416  0.7260  0.6126  0.5018  0.3934  0.2875
  0.1841
  2.4983  2.4691  2.4363  2.4009  2.3638  2.3253  2.2867  2.2485  2.2111  2.1743
  2.1377  2.1007  2.0639  2.0283  1.9278  1.9171  1.8861  1.7504  1.6072
 [Fe/H] =  0.25 [alpha/Fe] = 0.00 BC value =  H   
  2.8494  2.8396  2.8199  2.7883  2.7458  2.6939  2.6339  2.5669  2.4953  2.4246
  2.3557  2.2890  2.2251  2.1639  2.1054  1.9688  1.8423  1.7185  1.5911
  2.8224  2.8201  2.8078  2.7847  2.7507  2.7051  2.6484  2.5823  2.5123  2.4420
  2.3728  2.3054  2.2405  2.1780  2.1179  1.9760  1.8440  1.7173  1.5886  1.4544
  2.7846  2.7901  2.7858  2.7711  2.7453  2.7078  2.6581  2.5973  2.5301  2.4607
  2.3916  2.3237  2.2578  2.1941  2.1325  1.9858  1.8481  1.7171  1.5870  1.4539
  1.3192
  2.7394  2.7508  2.7540  2.7477  2.7308  2.7023  2.6616  2.6083  2.5456  2.4784
  2.4099  2.3418  2.2752  2.2104  2.1476  1.9969  1.8540  1.7184  1.5863  1.4537
  1.3201  1.1869
  2.6886  2.7042  2.7134  2.7144  2.7059  2.6867  2.6556  2.6118  2.5559  2.4925
  2.4257  2.3580  2.2911  2.2256  2.1618  2.0081  1.8611  1.7213  1.5867  1.4539
  1.3215  1.1900  1.0604  0.9328
  2.6151  2.6432  2.6613  2.6707  2.6706  2.6601  2.6385  2.6048  2.5580  2.5006
  2.4371  2.3710  2.3044  2.2386  2.1741  2.0183  1.8686  1.7253  1.5883  1.4549
  1.3231  1.1929  1.0648  0.9389  0.8155  0.6945  0.5760  0.4601  0.3491  0.2438
  2.4855  2.5118  2.5486  2.5893  2.6127  2.6176  2.6078  2.5851  2.5491  2.5004
  2.4424  2.3793  2.3141  2.2487  2.1839  2.0269  1.8756  1.7299  1.5907  1.4565
  1.3252  1.1961  1.0692  0.9447  0.8227  0.7030  0.5858  0.4712  0.3594  0.2521
  0.1502
  2.4547  2.4380  2.4362  2.4501  2.4737  2.5009  2.5225  2.5285  2.5153  2.4839
